local,oaci,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,fir,uso,trafico,sna,concesionado,provincia,inhab
MAY,SIN_CODIGO,SIN_CODIGO,aeródromo,VEINTICINCO DE MAYO,"35°26'47""S  60° 5'19""W",-35.44638888888888,-60.08861111111111,89.0,Metros,25 de Mayo,7.0,ENE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MBF,SIN_CODIGO,SIN_CODIGO,aeródromo,MONTE BUEY/PEDRO FERRARI,"32°55'54""S  62°26' 5""W",-32.931666666666665,-62.43472222222222,108.0,Metros,Monte Buey,2.0,ESE,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
MBI,SAWB,SIN_CODIGO,aeródromo,VICECOMODORO MARAMBIO,"64°14'21""S  56°37'51""W",-64.23916666666666,-56.630833333333335,209.5,Metros,Isla Marambio. Mar de Weddell.,,,PUBLICO,CONTROL,RASU,SAVF,mil,Nacional,NO,NO,Tierra Del Fuego Antártida E Islas Del Atlántico Sur,NO
MBL,SIN_CODIGO,SIN_CODIGO,aeródromo,MIRAMAR/BELLAMAR,"38°23' 8""S  58° 8' 1""W",-38.385555555555555,-58.13361111111111,13.0,Metros,Miramar,29.5,SO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MCL,SIN_CODIGO,SIN_CODIGO,aeródromo,MINA CLAVERO,"31°43'49""S  64°59'16""W",-31.730277777777776,-64.98777777777778,970.0,Metros,Mina Clavero,1.0,E,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
MCO,SIN_CODIGO,SIN_CODIGO,aeródromo,LOS MENUCOS,"40°48'57""S  68° 4'19""W",-40.81583333333333,-68.07194444444444,784.0,Metros,Los Menucos,3.0,SO,PUBLICO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Río Negro,NO
MCP,SIN_CODIGO,SIN_CODIGO,aeródromo,MONTE CASEROS/EL PILINCHO,"30°23'14""S  57°58' 6""W",-30.38722222222222,-57.968333333333334,71.0,Metros,Monte Caseros,35.0,OSO,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Corrientes,NO
MCS,SARM,MCS,aeródromo,MONTE CASEROS,"30°16'13""S  57°38'22""W",-30.27027777777778,-57.63944444444444,52.0,Metros,Monte Caseros,1.5,S,PUBLICO,AERADIO,RANE,SARR,desconocido,Nacional,NO,NO,Corrientes,NO
MCT,SIN_CODIGO,SIN_CODIGO,aeródromo,MONTE CASEROS/TIMBOY,"30°14' 7""S  57°50'45""W",-30.235277777777778,-57.84583333333334,65.0,Metros,Monte Caseros,21.0,ONO,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Corrientes,NO
MDB,SIN_CODIGO,SIN_CODIGO,aeródromo,MAR DEL PLATA/BATAN,"38° 0'42""S  57°40'39""W",-38.01166666666666,-57.677499999999995,62.0,Metros,Batán,11.5,O,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MDP,SAZM,MDQ,aeródromo,MAR DEL PLATA/ASTOR PIAZZOLLA,"37°56' 3""S  57°34'24""W",-37.93416666666666,-57.57333333333334,22.0,Metros,Mar del Plata,7.0,N,PUBLICO,CONTROL,RACE,SAEF,desconocido,Internacional,SI,SI,Buenos Aires,NO
MER,SADR,SIN_CODIGO,aeródromo,MERLO,"34°40'35""S  58°44'38""W",-34.67638888888889,-58.74388888888889,15.0,Metros,Merlo,2.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MEZ,SIN_CODIGO,SIN_CODIGO,aeródromo,CÓRDOBA/LA MEZQUITA,"31°24' 4""S  64°18' 1""W",-31.40111111111111,-64.30027777777778,510.0,Metros,La Mezquita,6.0,O,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
MGI,SIN_CODIGO,SIN_CODIGO,aeródromo,ISLA MARTÍN GARCIA,"34°10'56""S  58°14'49""W",-34.18222222222222,-58.246944444444445,2.0,Metros,Isla Martín Garcia,0.0,Lindando,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
MIN,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA MINETTI,"28°37' 8""S  61°36'13""W",-28.61888888888889,-61.603611111111114,75.0,Metros,Villa Minetti,5.0,E,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Santa Fé,NO
MJZ,SAOM,SIN_CODIGO,aeródromo,MARCOS JUAREZ,"32°41' 2""S  62° 9'28""W",-32.68388888888889,-62.157777777777774,110.0,Metros,Marcos Juarez,5.0,O,PUBLICO,AERADIO,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
MLA,SIN_CODIGO,SIN_CODIGO,aeródromo,MALABRIGO,"29°22' 2""S  59°58'41""W",-29.36722222222222,-59.97805555555556,54.0,Metros,Malabrigo,1.5,S,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Santa Fé,NO
MLD,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL MOLDES,"33°37' 3""S  64°37' 1""W",-33.6175,-64.61694444444444,357.0,Metros,Coronel Moldes,1.5,NNO,PUBLICO,NOCONTROL,RANO,SAMF,civil,Nacional,NO,NO,Córdoba,NO
MLG,SAMM,LGS,aeródromo,MALARGÜE/COMODORO D. RICARDO SALOMÓN,"35°29'43""S  69°34'23""W",-35.49527777777778,-69.57305555555556,1424.0,Metros,Malargüe,1.0,S,PUBLICO,CONTROL,RANO,SAMF,desconocido,Nacional,SI,SI,Mendoza,NO
MOI,SIN_CODIGO,SIN_CODIGO,aeródromo,CORRALITO/DON MOISÉS,"32° 2' 8""S  64°11'28""W",-32.035555555555554,-64.19111111111111,489.0,Metros,Corralito,1.5,S,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
MON,SIN_CODIGO,SIN_CODIGO,aeródromo,MONJE/FUMIGACIONES GONZALEZ,"32°21'32""S  60°58'47""W",-32.35888888888889,-60.97972222222222,30.0,Metros,Monje,3.0,O,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
MOR,SADM,SIN_CODIGO,aeródromo,MORÓN,"34°40'45""S  58°38'37""W",-34.67916666666667,-58.64361111111111,29.0,Metros,Morón,3.0,SO,PUBLICO,CONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MPH,SIN_CODIGO,SIN_CODIGO,aeródromo,MAR DEL PLATA/PARQUE HERMOSO,"38° 1'42""S  57°38'23""W",-38.02833333333333,-57.63972222222222,35.0,Metros,Parque Hermoso,9.0,OSO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
MPP,SIN_CODIGO,SIN_CODIGO,aeródromo,MAR DEL PLATA/CLUB DE PLANEADORES,"38° 0'55""S  57°39'13""W",-38.015277777777776,-57.65361111111111,45.0,Metros,Mar del Plata,9.5,O,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MPU,SIN_CODIGO,SIN_CODIGO,aeródromo,MAIPÚ,"36°53'20""S  57°51' 6""W",-36.888888888888886,-57.85166666666667,16.0,Metros,Maipú,3.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MRD,SIN_CODIGO,SIN_CODIGO,aeródromo,MERCEDES,"34°38'20""S  59°27'19""W",-34.638888888888886,-59.45527777777778,42.0,Metros,Mercedes,2.5,NO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MSA,SIN_CODIGO,SIN_CODIGO,aeródromo,VEINTICINCO DE MAYO/SERVICIOS AGROAÉREOS,"35°26'58""S  60° 9'39""W",-35.44944444444444,-60.16083333333333,50.0,Metros,25 de Mayo,2.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
MSP,SIN_CODIGO,SIN_CODIGO,aeródromo,MARCOS PAZ,"34°47'51""S  58°53'49""W",-34.7975,-58.89694444444444,28.0,Metros,Marcos Paz,6.5,E,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
MSR,SIN_CODIGO,SIN_CODIGO,aeródromo,MERCEDES/EA. SANTA ROMANA,"33°44'49""S  65°14'44""W",-33.746944444444445,-65.24555555555555,472.0,Metros,Villa Reynolds,13.0,E,PRIVADO,NOCONTROL,RANO,SAMF,desconocido,Nacional,NO,NO,San Luis,NO
MTL,SIN_CODIGO,SIN_CODIGO,aeródromo,MONTECARLO,"26°32'39""S  54°43'26""W",-26.54416666666667,-54.723888888888894,240.0,Metros,Montecarlo,3.5,NE,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Misiones,NO
MTN,SIN_CODIGO,SIN_CODIGO,aeródromo,METAN,"25°30'51""S  64°57'56""W",-25.514166666666668,-64.96555555555555,843.0,Metros,Metán,2.0,NO,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Salta,NO
MTR,SIN_CODIGO,SIN_CODIGO,aeródromo,MORTEROS,"30°40'33""S  62° 1'33""W",-30.675833333333333,-62.02583333333333,94.0,Metros,Morteros,3.0,NNO,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
MUQ,SIN_CODIGO,SIN_CODIGO,aeródromo,QUEMÚ QUEMÚ,"36° 3'27""S  63°37'53""W",-36.0575,-63.63138888888889,0.0,Metros,Quemú Quemú,6.0,O,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,La Pampa,NO
MUS,SIN_CODIGO,SIN_CODIGO,aeródromo,CHASCOMÚS,"35°32'32""S  58° 3' 7""W",-35.54222222222222,-58.051944444444445,10.0,Metros,Chascomús,5.0,NO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
NAN,SIN_CODIGO,SIN_CODIGO,aeródromo,HERNANDO/AEROCLUB,"32°20'25""S  63°41' 9""W",-32.34027777777778,-63.68583333333333,282.0,Metros,Hernando,1.0,NNE,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
NDL,SIN_CODIGO,SIN_CODIGO,aeródromo,TANDIL/AEROCLUB,"37°15'47""S  59° 5'37""W",-37.26305555555555,-59.093611111111116,165.0,Metros,Tandil,7.0,NNE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
NDR,SIN_CODIGO,SIN_CODIGO,aeródromo,NORBERTO DE LA RIESTRA,"35°19'39""S  59°47'28""W",-35.3275,-59.79111111111111,38.5,Metros,Norberto de la Riestra,6.0,S,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
NEC,SAZO,NEC,aeródromo,NECOCHEA,"38°29'22""S  58°48'59""W",-38.489444444444445,-58.81638888888889,22.0,Metros,Necochea,10.0,NE,PUBLICO,AERADIO,RACE,SAEF,desconocido,Nacional,SI,NO,Buenos Aires,NO
NEI,SIN_CODIGO,SIN_CODIGO,aeródromo,NECOCHEA/IRIBERRI,"38°28'44""S  58°48'16""W",-38.47888888888889,-58.80444444444444,33.0,Metros,Necochea,10.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
NEU,SAZN,NQN,aeródromo,NEUQUÉN/PRESIDENTE PERÓN,"38°56'56""S  68° 9'21""W",-38.94888888888889,-68.15583333333333,273.0,Metros,Neuquén,8.0,ONO,PUBLICO,CONTROL,RACE,SAEF,desconocido,Internacional,SI,SI,Neuquén,NO
NIK,SIN_CODIGO,SIN_CODIGO,aeródromo,LOBERIA/NIKA,"38° 9'24""S  58°45'39""W",-38.156666666666666,-58.76083333333333,80.0,Metros,Lobería,2.0,E,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
NIN,SAAJ,JNI,aeródromo,JUNÍN,"34°32'45""S  60°55'50""W",-34.545833333333334,-60.93055555555555,80.0,Metros,Junín,6.5,NNE,PUBLICO,AERADIO,RACE,SAEF,civil,Nacional,SI,NO,Buenos Aires,NO
NJB,SIN_CODIGO,SIN_CODIGO,aeródromo,NOGOYÁ/JUAN CARLOS BAGUR,"32°25' 7""S  59°48'57""W",-32.41861111111111,-59.81583333333333,58.0,Metros,Nogoyá,4.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
NOG,SIN_CODIGO,SIN_CODIGO,aeródromo,NOGOYÁ,"32°23'58""S  59°45' 2""W",-32.39944444444444,-59.75055555555556,43.0,Metros,Nogoyá,5.0,E,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
NOT,SIN_CODIGO,SIN_CODIGO,aeródromo,NOGOYÁ/TOGNOLI,"32°26'50""S  59°51'58""W",-32.447222222222216,-59.86611111111111,60.0,Metros,Nogoyá,9.5,SO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Entre Ríos,NO
NPA,SIN_CODIGO,SIN_CODIGO,aeródromo,NECOCHEA/PULVERIZACIONES AEROSUR,"38°34'31""S  58°47'42""W",-38.57527777777778,-58.794999999999995,15.0,Metros,Necochea,5.5,SO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
NST,SIN_CODIGO,SIN_CODIGO,aeródromo,NUESTRA SEÑORA DE TALAVERA/FINCA TOLOCHE,"25°26'15""S  63°51'29""W",-25.4375,-63.85805555555556,317.0,Metros,Nuestra Señora de Talavera,8.0,NO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Salta,NO
NVR,SIN_CODIGO,SIN_CODIGO,aeródromo,NAVARRO,"35° 1'25""S  59°17' 9""W",-35.02361111111111,-59.28583333333333,30.0,Metros,Navarro,2.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
OBE,SATO,SIN_CODIGO,aeródromo,OBERÁ,"27°31' 5""S  55° 7'27""W",-27.518055555555556,-55.12416666666667,343.0,Metros,Oberá,3.0,SE,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Misiones,NO
OCA,SIN_CODIGO,SIN_CODIGO,aeródromo,MONTES DE OCA,"32°35' 3""S  61°50'30""W",-32.58416666666667,-61.84166666666667,19.0,Metros,Montes de Oca,9.0,OSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
OEL,SIN_CODIGO,SIN_CODIGO,aeródromo,CHOELE CHOEL,"39°17'11""S  65°36'36""W",-39.28638888888889,-65.61,196.0,Metros,Choele Choel,3.5,E,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Río Negro,NO
OGB,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL BOGADO/AEROFUMIGACIONES DON ALEJANDRO,"33°18'22""S  60°39'22""W",-33.30611111111111,-60.65611111111111,52.0,Metros,Coronel Bogado,11.0,ONO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
OLA,SAZF,OVR,aeródromo,OLAVARRÍA,"36°53'20""S  60°13'40""W",-36.888888888888886,-60.22777777777778,168.0,Metros,Olavarría,11.0,ENE,PUBLICO,AERADIO,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
OLV,SIN_CODIGO,SIN_CODIGO,aeródromo,OLIVA,"32° 3'37""S  63°32'53""W",-32.06027777777778,-63.54805555555556,268.0,Metros,Oliva,2.0,SE,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
OMA,SIN_CODIGO,SIN_CODIGO,aeródromo,LOMA LA LATA,"38°24'50""S  68°44'14""W",-38.413888888888884,-68.73722222222223,405.0,Metros,Neuquén,80.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Neuquén,NO
ORA,SASO,ORA,aeródromo,ORÁN,"23° 9' 8""S  64°19'44""W",-23.15222222222222,-64.32888888888888,357.0,Metros,San Ramón de la Nueva Orán,2.5,S,PUBLICO,AERADIO,RANO,SACF,desconocido,Nacional,NO,NO,Salta,NO
OSA,SAZR,RSA,aeródromo,SANTA ROSA,"36°35'18""S  64°16'33""W",-36.58833333333334,-64.27583333333334,192.0,Metros,Santa Rosa,4.5,NNE,PUBLICO,CONTROL,RACE,SAEF,desconocido,Nacional,SI,SI,La Pampa,NO
OVJ,SIN_CODIGO,SIN_CODIGO,aeródromo,LAS OVEJAS,"36°59'57""S  70°44'32""W",-36.99916666666667,-70.74222222222222,1200.0,Metros,Las Ovejas,1.5,SE,PUBLICO,NOCONTROL,RACE,SAMF,civil,Nacional,NO,NO,Neuquén,NO
PAL,SADP,EPA,aeródromo,EL PALOMAR,"34°36'36""S  58°36'45""W",-34.61,-58.612500000000004,18.0,Metros,El Palomar,1.5,Lindando,PUBLICO,CONTROL,RACE,SAEF,joint,Nacional,SI,NO,Buenos Aires,NO
PAN,SIN_CODIGO,SIN_CODIGO,aeródromo,PASCANAS/EL RECUERDO S.R.L.,"33° 6'20""S  63°11'35""W",-33.105555555555554,-63.19305555555555,138.0,Metros,Pascanas,14.0,ONO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
PAR,SAAP,PRA,aeródromo,PARANÁ/GRAL. URQUIZA,"31°47'41""S  60°28'49""W",-31.794722222222223,-60.48027777777778,74.0,Metros,Paraná,7.5,SE,PUBLICO,CONTROL,RACE,SAEF,desconocido,Nacional,SI,SI,Entre Ríos,NO
PAS,SIN_CODIGO,SIN_CODIGO,aeródromo,PASTEUR/LAS LILAS,"35° 6'34""S  62°13' 4""W",-35.10944444444445,-62.217777777777776,107.0,Metros,Pasteur,2.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PAT,SIN_CODIGO,SIN_CODIGO,aeródromo,CARMEN DE PATAGONES,"40°46'41""S  62°58'49""W",-40.778055555555554,-62.98027777777778,40.0,Metros,Carmen de Patagones,1.5,N,PUBLICO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Buenos Aires,NO
PBE,SIN_CODIGO,SIN_CODIGO,aeródromo,POBLET,"35° 5'17""S  57°56'57""W",-35.088055555555556,-57.94916666666666,20.0,Metros,Poblet,3.5,SE,PUBLICO,NOCONTROL,RACE,SAEF,ulm,Nacional,NO,NO,Buenos Aires,NO
PBO,SIN_CODIGO,SIN_CODIGO,aeródromo,POSADAS/BONETTI,"27°36'24""S  55°51'54""W",-27.60666666666667,-55.865,141.0,Metros,Parada Leis,3.0,O,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Misiones,NO
PCA,SIN_CODIGO,SIN_CODIGO,aeródromo,PIQUETE CABADO/SAS AEROAPLICACIONES,"24°48'24""S  64°10'52""W",-24.80666666666667,-64.18111111111112,457.0,Metros,Piquete Cabado,1.0,N,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Salta,NO
PDA,SIN_CODIGO,SIN_CODIGO,aeródromo,JUJUY/PUERTA DE AVALOS,"24°18'53""S  65°14'50""W",-24.314722222222223,-65.24722222222222,1190.0,Metros,San Salvador de Jujuy,14.0,SSE,PUBLICO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Jujuy,NO
PDP,SIN_CODIGO,SIN_CODIGO,aeródromo,PRESIDENCIA ROCA/EA. DON PANOS,"26°17'45""S  59°32' 7""W",-26.295833333333334,-59.53527777777778,80.0,Metros,Presidencia Roca,16.0,SSE,PRIVADO,AERADIO,RANE,SARR,desconocido,Nacional,NO,NO,Chaco,NO
PED,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN PEDRO,"33°42'12""S  59°43'31""W",-33.70333333333333,-59.72527777777778,27.0,Metros,San Pedro,3.7,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PEH,SAZP,PEH,aeródromo,PEHUAJÓ/COM. PEDRO ZANNI,"35°50'40""S  61°51'27""W",-35.84444444444445,-61.8575,85.0,Metros,Pehuajó,5.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PEL,SIN_CODIGO,SIN_CODIGO,aeródromo,LA PELADA,"30°57'39""S  60°53'13""W",-30.960833333333333,-60.886944444444445,44.0,Metros,La Pelada,13.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
PEN,SIN_CODIGO,SIN_CODIGO,aeródromo,PERGAMINO/LA NORIA,"33°51'25""S  60°42' 1""W",-33.856944444444444,-60.70027777777778,74.0,Metros,Pergamino,11.0,OSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
PEP,SIN_CODIGO,SIN_CODIGO,aeródromo,RICARDONE/PETTILEP II,"32°48'14""S  60°47'56""W",-32.803888888888885,-60.79888888888889,55.0,Metros,Ricardone,4.0,SSO,PRIVADO,NOCONTROL,RANO,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
PER,SAAN,SIN_CODIGO,aeródromo,PERGAMINO,"33°55'13""S  60°38'53""W",-33.92027777777778,-60.64805555555556,72.0,Metros,Pergamino,10.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PIG,SAZE,SIN_CODIGO,aeródromo,PIGÜÉ,"37°36'22""S  62°22'55""W",-37.60611111111111,-62.38194444444444,312.0,Metros,Pigüé,0.0,Lindando,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PJO,SIN_CODIGO,SIN_CODIGO,aeródromo,PEHUAJÓ/LA MARIELA,"35°47'26""S  61°56'31""W",-35.79055555555556,-61.94194444444444,86.0,Metros,Pehuajó,4.5,NO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PLC,SIN_CODIGO,SIN_CODIGO,aeródromo,PIÑERO/EA. LA CAROLINA,"33° 4'32""S  60°42'54""W",-33.07555555555556,-60.715,30.0,Metros,Piñero,8.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
PLG,SIN_CODIGO,SIN_CODIGO,aeródromo,PELLEGRINI,"36°16'43""S  63° 8'49""W",-36.27861111111111,-63.14694444444444,113.0,Metros,Pellegrini,1.5,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PLL,SIN_CODIGO,SIN_CODIGO,aeródromo,PUJATO/LA LUCÍA,"33° 0'33""S  61° 3'46""W",-33.009166666666665,-61.062777777777775,73.0,Metros,Pujato,1.5,NO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
PLS,SIN_CODIGO,SIN_CODIGO,aeródromo,PIRANÉ/EA. LA SALVACIÓN,"25°16'52""S  58°56'16""W",-25.28111111111111,-58.937777777777775,98.0,Metros,Pirané,52.0,NNE,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Formosa,NO
PLT,SIN_CODIGO,SIN_CODIGO,aeródromo,PUNTA ALTA,"38°50' 3""S  62° 5'14""W",-38.83416666666667,-62.08722222222222,3.0,Metros,Punta Alta,5.5,N,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PNA,SIN_CODIGO,SIN_CODIGO,aeródromo,PARANÁ/CLUB DE PLANEADORES,"31°43'51""S  60°13'12""W",-31.730833333333333,-60.22,46.0,Metros,Paraná,29.0,E,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
PNR,SIN_CODIGO,SIN_CODIGO,aeródromo,PINAMAR,"37° 5'47""S  56°58'27""W",-37.09638888888889,-56.97416666666667,9.0,Metros,Pinamar,10.0,OSO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PNT,SIN_CODIGO,SIN_CODIGO,aeródromo,GENERAL PINTO,"34°47' 9""S  61°54'51""W",-34.78583333333333,-61.91416666666667,97.0,Metros,General Pinto,4.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
POS,SARP,PSS,aeródromo,POSADAS/LIBERTADOR GRAL. D. JOSÉ DE SAN MARTÍN,"27°23' 9""S  55°58'14""W",-27.385833333333334,-55.970555555555556,131.0,Metros,Posadas,7.5,NO,PUBLICO,CONTROL,RANE,SARR,desconocido,Internacional,SI,SI,Misiones,NO
PRA,SIN_CODIGO,SIN_CODIGO,aeródromo,PRESIDENTE ROCA/EA. LA LEONOR,"26° 8'16""S  59°39'50""W",-26.137777777777778,-59.663888888888884,87.0,Metros,Presidencia Roca,7.0,O,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Chaco,NO
PRC,SIN_CODIGO,SIN_CODIGO,aeródromo,HUNTER/FUMIGACIONES FREDY,"34°14'10""S  60°34'55""W",-34.236111111111114,-60.581944444444446,53.7,Metros,Hunter,5.0,ONO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
PRI,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL PRINGLES,"38° 0'24""S  61°19'55""W",-38.00666666666667,-61.331944444444446,247.0,Metros,Coronel Pringles,3.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
PSA,SIN_CODIGO,SIN_CODIGO,aeródromo,PIGÜÉ/SERVICIOS AERONÁUTICOS,"37°31'23""S  62°27' 8""W",-37.52305555555555,-62.452222222222225,247.0,Metros,Pigüé,9.0,NNO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
PSP,SARS,PRQ,aeródromo,PRESIDENCIA ROQUE SAENZ PEÑA/TERMAL,"26°45'20""S  60°29'36""W",-26.755555555555556,-60.49333333333333,94.0,Metros,Presidencia Roque Saenz Peña,6.0,NNO,PUBLICO,AERADIO,RANE,SARR,desconocido,Nacional,NO,NO,Chaco,NO
PST,SIN_CODIGO,SIN_CODIGO,aeródromo,PUERTO SAN MARTÍN/TERMINAL 6,"32°38'30""S  60°45'12""W",-32.641666666666666,-60.75333333333333,0.0,Metros,Puerto General San Martín,7.0,N,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
PSV,SIN_CODIGO,SIN_CODIGO,aeródromo,PRESIDENCIA ROQUE SAENZ PEÑA/ROVERE,"26°46'59""S  60°29'15""W",-26.783055555555556,-60.487500000000004,0.0,Metros,Presidencia Roque Saenz Peña,5.2,O,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Chaco,NO
